0.0,0.0,0.0,24.6,13.7,0.0,0.0,2.2,0.0,4.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,78.0,0.0,1.6,0.0,0.0,4.1,5.4,0.0,0.0,0.0,77.2,0.0,53.0,22.5,0.0,0.0,0.0,0.0,0.0,14.6,0.0,22.4,40.4,0.0,0.4,0.0,6.8,17.8,64.4,17.0,3.4,0.0,0.0,4.6,7.0,0.0,0.0,34.4,0.0,1.2,4.2,0.0,0.0,37.8,31.6,0.0,1.5,220.2,0.0,26.2,0.0,282.0,0.0,0.0,5.2,50.0,0.0,137.0,111.0,2.0,3.8,36.6,1.8,2.0,68.2,4.6,14.4,5.6,2.0,67.0,0.2,68.3,72.0,0.0,24.4,3.0,3.2,54.4,98.0,8.0,46.3,6.8,43.6,4.2,27.2,37.8,61.0,123.4,5.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,7.2,0.0,8.8,1.7,9.2,0.0,2.8,0.0,0.0,26.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.6,0.1,0.0,19.4,1.2,0.0,39.1,18.8,0.0,2.4,0.0,2.8,0.0,38.8,49.8,0.0,0.0,34.0,0.0,0.0,9.4,0.0,57.6,11.6,2.1,0.4,5.2,0.0,17.4,19.0,17.6,19.0,0.0,0.0,3.2,6.3,0.0,0.0,12.4,0.0,0.0,34.8,0.0,0.0,9.0,11.2,0.0,4.6,18.2,3.6,63.2,0.8,0.0,1.6,0.0,3.2,18.0,14.0,0.0,0.2,15.6,17.5,2.8,0.0,69.2,18.2,13.3,3.2,0.0,1.8,0.0,5.8,2.3,1.0,0.0,8.4,13.2,1.8,15.4,2.5,10.4,0.0,3.6,0.7,15.2,3.3,19.3,8.0,21.0,0.8,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,11.4,2.3,6.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,12.9,22.2,15.8,42.2,40.2,0.0,2.2,10.2,0.0,20.1,8.2,0.0,20.4,0.0,55.6,1.0,7.8,9.0,0.0,6.0,81.0,0.0,0.0,102.4,4.4,36.4,36.6,0.0,28.8,20.0,98.4,87.8,107.4,0.8,31.0,5.0,10.2,4.4,20.3,0.3,15.0,59.4,0.0,12.4,0.0,0.0,0.0,40.0,14.2,20.4,12.0,5.0,3.8,22.0,0.2,64.2,6.0,0.0,2.8,0.0,21.4,9.0,48.0,34.2,64.3,11.2,1.0,0.8,71.0,19.4,3.0,22.8,12.6,19.0,29.8,23.3,27.5,3.4,0.0,32.8,0.0,4.2,15.0,6.2,28.3,5.6,0.0,18.0,2.1,0.0,3.4,0.0,0.0,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,14.9,0.0,17.8,1.6,3.6,0.0,51.6,0.0,11.0,4.6,1.4,0.0,0.2,0.0,23.6,0.0,7.0,3.2,1.6,23.8,4.2,55.4,9.0,0.8,25.3,20.0,1.3,6.0,12.2,32.2,0.0,122.8,37.6,16.6,6.0,0.0,4.3,77.0,0.0,0.0,28.6,36.2,14.2,113.2,0.0,37.2,17.2,30.6,36.4,55.4,0.1,27.0,78.4,22.8,16.2,0.0,0.5,5.0,87.6,5.9,5.8,2.1,5.1,26.8,18.2,63.2,42.8,0.4,74.6,5.2,63.2,19.0,69.0,10.6,24.2,14.2,3.0,4.6,0.0,0.1,11.0,45.2,3.2,2.4,0.8,55.8,16.0,22.2,23.0,12.8,6.0,14.2,8.6,10.0,0.0,29.0,34.6,7.8,36.4,2.0,9.0,13.4,17.0,24.3,0.0,45.3,14.5,131.3,63.2,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,5.7,0.0,4.2,0.6,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,12.0,13.8,3.2,48.8,1.2,111.4,47.4,16.4,8.4,36.0,4.1,32.6,0.0,21.0,0.0,124.4,13.2,22.6,17.0,86.0,0.0,79.2,70.0,25.0,12.0,14.2,34.4,88.8,2.2,47.6,103.0,52.6,68.2,32.4,48.9,66.0,47.6,6.0,22.6,22.3,17.0,20.0,5.0,98.2,46.6,59.8,110.0,16.6,6.0,5.8,23.4,4.3,29.4,11.6,7.0,24.0,18.1,12.6,38.4,51.8,31.8,125.8,4.0,10.0,42.0,19.0,11.8,6.0,41.6,24.0,26.1,29.0,7.0,7.6,3.0,19.3,3.4,2.4,6.4,19.3,131.6,12.6,22.6,1.0,13.4,6.4,12.7,19.3,0.0,21.6,22.0,92.2,71.4,12.4,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.8,3.1,18.0,0.0,2.2,1.6,12.0,32.8,3.8,10.0,0.0,40.2,4.2,0.0,0.0,0.0,7.0,20.0,2.0,2.8,0.0,0.8,0.6,0.0,6.0,0.0,0.0,3.0,0.0,15.2,0.0,0.0,5.2,4.0,3.4,0.6,8.0,9.3,0.0,10.0,0.0,0.0,3.0,14.6,0.2,14.6,2.1,4.6,0.0,8.2,0.0,13.3,15.6,0.0,5.4,0.0,3.0,0.4,2.0,17.8,0.0,1.8,0.0,0.0,0.0,25.0,25.4,0.4,0.8,18.6,6.0,16.6,0.0,28.0,0.0,0.0,0.0,8.0,0.0,11.0,20.0,0.0,0.0,1.6,10.8,7.0,43.8,0.0,0.0,0.0,10.4,40.7,0.0,37.6,33.6,5.2,3.6,0.0,8.6,0.0,3.0,3.0,3.4,0.2,0.0,0.0,0.0,0.0,0.7,0.8,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,3.7,24.0,6.4,10.2,38.6,0.0,4.2,0.0,0.0,10.6,5.0,3.0,0.0,0.0,0.0,0.0,0.0,7.8,2.2,0.0,0.0,0.0,0.0,3.2,5.3,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,4.2,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.8,0.6,1.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.5,0.2,22.4,0.0,0.0,0.0,0.0,0.0,12.6,4.0,5.6,10.0,37.0,0.0,0.0,9.4,16.0,15.0,52.8,0.0,0.0,0.0,0.0,9.7,0.0,33.7,46.2,0.0,0.0,0.0,0.0,0.0,2.2,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6,0.0,0.0,0.0,0.0,0.0,33.2,0.0,0.0,0.0,6.0,0.0,0.0,18.4,4.2,0.0,0.0,12.2,2.6,0.0,12.4,0.0,29.2,2.0,56.8,61.7,1.2,0.0,0.0,0.0,13.4,0.0,4.0,1.2,7.6,4.4,0.0,0.0,18.2,0.0,0.0,1.0,0.2,26.2,11.4,1.1,41.6,27.0,4.6,0.0,0.0,0.1,1.0,0.0,0.0,0.0,11.0,6.6,0.0,0.0,13.6,1.0,0.0,17.2,0.0,63.4,44.6,2.8,0.5,16.6,40.8,33.0,0.0,55.0,0.0,0.0,0.0,74.1,0.0,93.0,62.0,0.0,6.7,28.0,5.8,10.2,30.6,15.2,0.0,0.0,0.0,15.7,0.0,23.0,19.2,0.0,0.0,8.6,0.0,0.0,10.0,15.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,4.2,1.0,3.4,0.0,1.2,1.0,0.0,1.2,0.0,6.8,32.4,0.0,5.6,2.3,7.2,0.0,64.3,0.0,4.6,1.6,12.8,0.0,0.0,16.2,16.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,14.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.1,1.2,0.0,24.8,31.0,0.0,0.0,0.0,0.0,2.7,1.8,8.7,8.9,0.0,0.0,0.0,4.0,0.0,20.0,5.2,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,0.8,0.5,4.8,0.0,2.0,0.0,12.8,0.0,0.0,4.6,14.6,0.2,0.0,0.0,1.8,0.0,10.2,0.0,62.8,8.8,42.8,4.8,26.2,0.0,0.0,24.0,37.2,6.2,0.0,27.4,1.5,12.8,52.2,0.0,0.6,0.0,38.3,39.6,0.0,0.0,5.4,12.8,6.6,31.4,0.0,4.2,2.6,18.0,1.2,23.0,0.0,18.0,6.6,6.0,0.0,0.0,45.2,9.0,53.4,0.0,0.0,0.0,0.0,0.0,11.8,12.6,27.0,1.3,21.4,7.0,19.6,3.0,89.0,0.0,11.4,0.2,71.4,0.0,10.0,37.0,0.0,0.3,21.8,7.6,49.8,42.0,1.0,1.0,4.4,38.6,47.0,26.6,49.0,47.6,0.0,19.4,11.8,0.6,3.2,17.0,2.0,18.3,16.0,20.0,0.0,6.3,9.0,6.0,16.8,11.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,25.0,14.6,0.0,1.6,1.0,27.2,0.0,0.0,0.0,6.5,6.2,12.8,0.0,4.7,0.0,0.0,28.8,2.8,0.0,49.4,14.2,0.0,1.2,0.0,0.0,9.1,4.6,0.0,0.0,0.0,0.6,0.4,0.6,0.8,0.0,3.0,2.2,0.4,4.0,1.2,0.4,0.0,0.0,0.0,0.4,0.4,0.0,1.6,0.0,0.0,0.6,13.2,0.0,0.4,5.0,1.0,0.0,0.8,8.0,116.4,0.0,0.0,0.0,0.4,6.2,29.0,2.8,24.2,38.2,11.2,0.0,0.0,0.0,0.0,0.0,115.3,0.0,63.0,34.0,0.0,0.3,69.0,20.1,0.0,79.6,0.2,0.0,0.0,1.4,14.7,0.0,56.2,46.8,5.2,0.0,0.0,2.0,8.6,42.0,0.2,35.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,2.2,2.0,4.8,0.6,18.0,19.8,16.4,0.0,0.0,9.0,28.3,7.8,0.2,5.2,0.0,45.0,0.0,0.0,6.8,0.0,2.6,0.0,0.0,0.0,10.7,0.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.8,2.8,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,5.6,0.0,0.0,33.4,0.0,0.0,0.0,0.0,0.0,12.2,20.0,15.0,105.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.2,0.0,0.0,0.0,27.4,5.6,11.8,0.0,0.0,6.1,0.7,0.0,1.1,10.6,2.4,21.4,0.0,0.0,11.0,36.2,4.5,5.0,6.2,25.2,0.0,42.4,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,8.0,0.0,2.6,0.0,0.0,0.0,7.0,0.0,33.8,23.4,0.0,4.1,1.8,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,6.0,0.0,22.2,6.8,0.0,0.1,0.0,0.0,0.0,28.0,0.0,1.2,0.0,0.0,4.4,0.0,10.0,10.0,36.4,0.0,3.2,2.6,0.0,1.6,0.0,0.4,0.0,9.2,4.4,21.8,2.0,35.0,28.5,0.0,24.6,0.0,4.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,21.6,0.0,3.0,8.6,8.8,0.0,29.8,2.0,0.2,3.2,0.0,7.6,1.4,4.0,0.0,2.0,8.0,20.0,16.4,8.2,0.0,10.2,8.8,0.0,64.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.4,0.0,0.0,1.1,4.2,0.0,0.0,0.0,0.0,11.2,0.0,0.0,7.4,5.3,1.2,0.0,0.0,0.0,5.8,0.2,0.0,9.8,25.4,0.0,0.6,25.0,2.0,0.0,0.0,10.2,0.0,29.0,19.2,6.0,8.6,0.0,0.0,90.4,0.0,0.0,19.0,23.4,1.2,31.6,0.0,23.4,20.6,57.6,14.6,64.6,1.1,0.4,27.2,20.2,46.0,0.0,3.3,4.6,24.4,0.0,3.8,7.2,0.0,3.2,19.2,23.8,7.6,0.0,1.8,7.4,66.8,0.6,3.2,8.2,0.0,0.4,1.4,29.2,0.0,0.1,0.0,6.6,2.2,1.4,47.0,47.8,0.0,4.6,2.2,1.2,8.7,4.2,11.4,3.0,0.0,12.5,21.8,3.4,3.9,1.0,0.0,18.0,5.8,5.0,20.0,0.0,3.2,43.7,9.7,22.0,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,0.4,2.0,3.8,1.2,9.8,0.0,0.0,1.0,0.0,8.8,0.0,0.0,9.4,8.2,48.2,7.5,0.0,42.4,2.4,30.8,2.4,66.2,31.8,41.2,40.6,12.0,14.2,4.6,21.3,23.4,6.1,99.0,60.8,45.8,19.9,0.0,0.0,53.8,60.8,5.0,150.8,12.4,44.8,65.6,33.6,93.0,76.0,177.8,78.6,156.4,57.9,96.8,48.2,2.2,16.6,43.2,6.2,2.0,100.4,25.8,17.8,215.6,24.2,51.6,142.0,114.6,32.2,55.8,163.6,26.0,110.4,30.6,81.0,69.2,0.0,46.4,45.2,115.8,55.0,39.0,220.0,230.0,25.8,43.0,7.8,30.6,89.2,31.6,13.4,42.7,107.5,43.8,52.0,63.5,3.2,53.6,82.0,26.0,31.8,48.0,0.2,4.1,25.8,46.6,0.0,27.2,21.2,141.6,115.2,9.0,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
